,episode,frame,AGENT-0_pos_x,AGENT-0_pos_y,AGENT-0_heading,AGENT-0_score,AGENT-0_speed,AGENT-3_pos_x,AGENT-3_pos_y,AGENT-3_heading,AGENT-3_score,AGENT-3_speed,AGENT-2_pos_x,AGENT-2_pos_y,AGENT-2_heading,AGENT-2_score,AGENT-2_speed,AGENT-1_pos_x,AGENT-1_pos_y,AGENT-1_heading,AGENT-1_score,AGENT-1_speed
0,1.0,0.0,15.126282441568264,34.04116465249928,-2.1688935745565043,7.571025894596708,12.546899830420013,27.98994513960151,14.693058551204185,-1.122295588926086,8.452066118286734,14.287226720816351,27.486462138693383,25.556799956638475,-2.2110048043516413,7.562880146564731,11.299885337000411,14.243133746072882,7.406896850666266,-1.0799561274800027,7.893785764960119,12.101938524379666
1,1.0,1.0,16.15595468726449,33.34097496532482,-2.1694915539733515,8.816212392576805,12.356887693771712,29.256592747475956,15.370565045299797,-1.090431737261273,9.888486364919432,14.466763309879926,28.33975693483613,24.858660270225073,-2.2339085967173817,8.661146323555164,10.767298968745804,15.277800886490835,8.054347236244016,-1.0422304674596434,9.110878684858399,12.284912797877457
2,1.0,2.0,17.18147778563347,32.639151474828644,-2.1694221505050972,10.058889713071384,12.503422391565852,30.493379984930225,16.088171388803325,-1.0643680128954411,11.317131643086432,14.10959596049892,29.169713759301846,24.221622609066042,-2.2283966025490205,9.705723394963748,10.186664096674624,16.355848124911965,8.639700079781475,-1.0642188004588409,10.337479342730806,12.227045339592971
3,1.0,3.0,18.212871433611276,31.937005282913436,-2.1696056453980805,11.306600402532359,12.44472822950519,31.727605273071777,16.70754744618898,-1.0945591665686596,12.697806872464717,13.548296647166387,29.98244058125629,23.673607289248043,-2.192969595057636,10.685939601510338,9.442730022022886,17.47406663261479,9.206262787047393,-1.0843939732828893,11.590896409880957,12.786557946102823
4,1.0,4.0,19.24523346614941,31.232089470372713,-2.1692122000267124,12.556670755605623,12.55909016845543,32.95436478157065,17.204113947751996,-1.1543995736722694,14.036751100709886,12.922622279336327,30.758035671990246,23.201289811883647,-2.161687747171208,11.592849213351336,8.749962065890331,18.598749095703596,9.79117528823599,-1.0920379790445116,12.858572574562524,12.535812407645738
5,1.0,5.0,20.272910869355563,30.53312978438304,-2.169055655654523,13.799516113977475,12.297509227839921,34.15290217955826,17.577637957130985,-1.2244821933491465,15.311017938170544,12.211239452055995,31.471048680938967,22.7611497569588,-2.1424120381431795,12.429921737113803,8.013714995412442,19.729495273724094,10.366103194583689,-1.0935347687289427,14.126970796802901,12.789325121591675
6,1.0,6.0,21.295268916680712,29.833527978519676,-2.17001839237372,15.038326846549722,12.483392967610836,35.33080410727305,17.835617859773592,-1.302095606124828,16.49476086221779,11.953841441451354,32.17691298849415,22.42045207896436,-2.08930840043001,13.205098356409119,7.719741123650763,20.8362748160182,10.971518013551506,-1.0827343124959903,15.388338562020635,12.42181817101277
7,1.0,7.0,22.33144337578017,29.109719864949042,-2.1779192436975894,16.302184673317814,12.783059025866518,36.51132244575022,17.976641605707993,-1.3898818492721592,17.674193942826545,11.84684445167862,32.83309016058757,22.088134369111113,-2.074475193309949,13.934493249933315,6.979796482290538,21.95049344784319,11.554303756612237,-1.0833122281954264,16.645762907099048,12.692309900949082
8,1.0,8.0,23.402041439157912,28.39301002602078,-2.163112294785167,17.5904952304251,12.947990414079404,37.69462164090378,17.99669543272519,-1.4844882824654713,18.859227174002356,11.83925938018977,33.44515682533714,21.75605867511749,-2.069608613297281,14.660454804691168,6.939075143447628,23.075155227672447,12.179956596398904,-1.0742282360210798,17.93237546822191,13.000264992390145
9,1.0,9.0,24.525545338126133,27.69852902887306,-2.141302042148351,18.91001426232815,13.384665770683505,38.891177888921874,17.924577922186597,-1.5660167643846048,20.0558488166881,12.12835310542523,34.08913612466864,21.51115803111539,-2.015817164792681,15.347620530629612,6.855996055029888,24.212960808983446,12.785128807593685,-1.0757181814623857,19.221093861922114,12.712764287687794
10,1.0,10.0,25.605178866153807,26.935091857697923,-2.1737512235733263,20.232100481468724,13.072295784669898,40.118252751871175,17.901617138826047,-1.5766939262255786,21.28294414680836,12.398478553483917,34.76309209431292,21.365239252826875,-1.9264133858165646,16.11626028767773,6.975607266567862,25.30266859172067,13.39550773044545,-1.0698127729915132,20.469659697578386,12.26352520516848
11,1.0,11.0,29.76786158190402,24.048554151957656,-2.170799268483604,25.2974999844637,12.163295733611125,45.41231482767883,17.699614433919823,-1.6170138420239653,26.577188583645004,14.035008266458982,37.76955449892924,21.073691540108953,-1.7375928182782365,21.703410929145495,8.210977881648764,29.914367696383838,15.697105986771343,-1.114009346639433,25.622658199739927,13.581470634275393
12,1.0,12.0,30.756698441453846,23.382496168492736,-2.167990981232472,26.489721529797496,11.700672742177572,46.84377673709009,17.701213942204543,-1.5799275150139591,28.00864843404396,14.565266387799408,38.59120744726704,20.843564912895747,-1.7750419875986516,22.52527380239827,8.853623255584106,31.146690704480616,16.255461345808428,-1.1312821380088192,26.97325930391077,13.434745698141667
