,episode,frame,AGENT-0_pos_x,AGENT-0_pos_y,AGENT-0_heading,AGENT-0_score,AGENT-0_speed,AGENT-0_id,AGENT-1_pos_x,AGENT-1_pos_y,AGENT-1_heading,AGENT-1_score,AGENT-1_speed,AGENT-1_id
0,1.0,0.0,9.9759594129306,37.549602590559005,-2.171885002468632,1.3392553576644222,12.977329436629203,-4fa0336c,8.43796670166513,4.4326076957761105,-1.0864938647521107,1.3713843846486362,13.701952789784809,-48aa69a3
1,1.0,1.0,11.048351291803428,36.81558531149288,-2.1714520177356995,2.638792812862964,13.015325837656068,-4fa0336c,9.659880127755725,5.071500808234569,-1.0881184967992557,2.750241885436873,13.872706773143936,-48aa69a3
2,1.0,2.0,12.09578740029761,36.0926533274075,-2.1747247599995188,3.9114644881085083,12.456619283158071,-4fa0336c,10.88009180474282,5.757355476734025,-1.064773682378208,4.149442205083848,14.11309713273412,-48aa69a3
3,1.0,3.0,13.112714949479123,35.434730193500066,-2.1539435198919534,5.122321351870529,11.79013240317154,-4fa0336c,12.068423426266294,6.484614298043002,-1.0387348855645993,5.539686615207409,13.758448290747078,-48aa69a3
4,1.0,4.0,14.142591178134778,34.85026402955447,-2.1158103581310623,6.302521942135374,11.907939357235263,-4fa0336c,13.271416310120227,7.15727391635353,-1.0568889143203313,6.917506191391574,13.787125221169148,-48aa69a3
5,1.0,5.0,15.161980536080268,34.224218994372784,-2.12335307781113,7.497465393270343,11.984479278725159,-4fa0336c,14.505644437898201,7.7248883655285265,-1.11336785179385,8.274101512955077,13.382018919117558,-48aa69a3
6,1.0,6.0,16.140443463568285,33.572733059990085,-2.1404844405974996,8.672909128197904,11.510676375560966,-4fa0336c,15.750431239518933,8.250314116707088,-1.1461494408158286,9.62041455528489,13.592159629658294,-48aa69a3
7,1.0,7.0,17.116098414810057,32.94486246235573,-2.14504996748434,9.832736354997458,11.668664699419566,-4fa0336c,16.945020920991475,8.844617675691307,-1.1194263049369768,10.954340157932057,13.117696139083757,-48aa69a3
8,1.0,8.0,18.0546140666448,32.22732796303565,-2.1939531542205435,11.01235245898005,11.975873355827797,-4fa0336c,18.055643095228795,9.496448233527406,-1.0696021410573007,12.240704549771001,12.678501402950939,-48aa69a3
9,1.0,9.0,19.012412129322943,31.482627365511426,-2.2122570247015476,12.223199417672891,12.228298217343772,-4fa0336c,19.148094249342346,10.14357195982499,-1.0515157136186728,13.508794508086822,12.714574435580754,-48aa69a3
10,1.0,10.0,20.045692154292574,30.79236881081053,-2.176121155930309,13.465776132526797,12.625325452884299,-4fa0336c,20.27092481687572,10.738350337610225,-1.0744244547123358,14.779421581965815,12.67665095794577,-48aa69a3
11,1.0,11.0,21.100663607875326,30.12090375259478,-2.1568069369010345,14.715698517451607,12.32289242075387,-4fa0336c,21.430421414610944,11.303213803305226,-1.0976899553420827,16.068586438262233,13.023970444442519,-48aa69a3
12,1.0,12.0,22.099086502107223,29.377276454817032,-2.193382315888531,15.959515347759696,12.610942897494652,-4fa0336c,22.57280846607607,11.887233566100758,-1.10103152170484,17.351518926352263,12.638341555908637,-48aa69a3
13,1.0,13.0,23.10670568445329,28.585728274628753,-2.2162515988670872,17.237912742593604,12.954213836187703,-4fa0336c,23.713675504326194,12.45742594172847,-1.1011189930440501,18.626672654430777,12.827276006333134,-48aa69a3
14,1.0,14.0,24.151454001224305,27.8364434045199,-2.2027455979392663,18.52320027099516,12.75339185871313,-4fa0336c,24.79540011982694,13.104414565754759,-1.0558541992883104,19.88520488162526,12.416476704346879,-48aa69a3
15,1.0,15.0,25.182788614020453,27.12391166572478,-2.1820967750696845,19.776709426535575,12.311105975400315,-4fa0336c,25.86039230452728,13.75829839014672,-1.0381879374601297,21.132133999977874,12.52955248029028,-48aa69a3
16,1.0,16.0,26.230682472546235,26.450184520004324,-2.1612023242029146,21.022056170767097,12.57092868338442,-4fa0336c,26.967999848145602,14.336762146140273,-1.0724073455699008,22.38169553652368,12.454879236395161,-48aa69a3
17,1.0,17.0,27.254675232518576,25.75085878509215,-2.1635472188973335,22.262062469178076,12.225755436607201,-4fa0336c,28.11882538239689,14.888553899667233,-1.1013890825165857,23.657103277808822,13.056368643073625,-48aa69a3
18,1.0,18.0,28.246665189138042,25.079640273803562,-2.1688288094430472,23.45979534632229,11.70541080394375,-4fa0336c,29.285369558527098,15.466146951283932,-1.1102338407107615,24.958429002735464,12.916772027668323,-48aa69a3
19,1.0,19.0,29.139055476280966,24.368350684106613,-2.214492738276787,24.597775407092577,11.1813525086023,-4fa0336c,30.42186185085236,16.03340137984659,-1.1051323693717467,26.228343412186707,12.459433493770154,-48aa69a3
20,1.0,20.0,29.991516696270466,23.69319059499031,-2.225006722863724,25.682414740691968,10.539682664288245,-4fa0336c,31.496735229484585,16.612077105140322,-1.0914385253728618,27.449028073489654,11.964663031320832,-48aa69a3
21,1.0,21.0,30.834792946733998,23.1300113438463,-2.1880651846470593,26.69641592175379,9.787894048610148,-4fa0336c,32.561258366564125,17.08631888290954,-1.1286966213024403,28.61196238368413,11.387045995612345,-48aa69a3
22,1.0,22.0,31.663922317459644,22.689555868137763,-2.1228340067146068,27.629629735125445,9.029748347672115,-4fa0336c,33.60873725601335,17.437697040178996,-1.1953081214776446,29.72457010502096,10.704358917182816,-48aa69a3
23,1.0,23.0,32.441405339665316,22.300699392941844,-2.087527095641196,28.491109526123527,8.337298254383361,-4fa0336c,34.639704588799034,17.672789951671625,-1.2768504482863854,30.798482373520326,10.491300947678182,-48aa69a3
24,1.0,24.0,33.17245164062697,21.90394488588158,-2.077249545297808,29.318658693237065,8.320157991571964,-4fa0336c,35.677745570734004,17.79260675124291,-1.3721991771232283,31.83560032121066,10.42808194378126,-48aa69a3
25,1.0,25.0,33.91614217285267,21.603079757136648,-2.022470436486852,30.14653553341303,7.7628830779447675,-4fa0336c,36.724723398628825,17.791244053071463,-1.477629453670974,32.88255916544659,10.543031873499066,-48aa69a3
26,1.0,26.0,34.66039612150549,21.41468388687288,-1.9364446680457466,31.003120089566842,7.632027072997301,-4fa0336c,37.79276717649026,17.721943379807364,-1.5578499142761402,33.951217076468176,10.8281013848537,-48aa69a3
27,1.0,27.0,35.41995196621733,21.33488829264741,-1.828509624559418,31.820515432567436,7.665037688684011,-4fa0336c,38.89153252165245,17.71493287973098,-1.5655322274636738,35.04998836850458,11.15905497997327,-48aa69a3
28,1.0,28.0,36.2010408758422,21.30693699624942,-1.7388524279279078,32.6020676170941,7.961089769257162,-4fa0336c,40.0286715656524,17.719997471710126,-1.5686409260824616,36.187122310286036,11.585764035970843,-48aa69a3
29,1.0,29.0,37.00579533651461,21.21012153887681,-1.7203572143864694,35.90876487866951,8.252024281972776,-4fa0336c,41.20583953785092,17.626170304768603,-1.6169280394869467,37.36437552147143,12.03492207377922,-48aa69a3
